Identifiant_Client,Marque,Usage,CSP,Puissance,Valeur,Zone_tarif,Statut_marital,Année_permis,Mode_garage,Age,Ancienneté_véhicule,Ancienneté_contrat,Type_assurance,Sinistre
1821878,Ford,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),4,6,8,Inconnu, ,Non, ,13,13,Tous risques,Aucun accident
1822250,Nissan,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,8,4,Inconnu,1987,Oui,46,6,15,Tous risques,Aucun accident
1822999,Fiat,Privé & trajet travail,Employés (E),7,8,5,Marié,2000,Non,35,13,5,Tiers,Accident
1823343,Fiat,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,10,5,Marié,1981,Oui,49,11,17,Tous risques,Aucun accident
1823958,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),7,7,2,Célibataire,2002,Oui,28,5,4,Tous risques,Accident
1824540,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,8,4,Marié,1986,Oui,45,9,4,Tiers,Aucun accident
1824720,Peugeot,Privé,Employés (E),4,5,7,Marié,1996,Non,40,27,13,Tous risques,Aucun accident
1824735,Honda,Privé & Professionnel,Agriculteurs exploitants (AE),6,9,3,Marié,1967,Oui,64,17,38,Tous risques,Aucun accident
1825017,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),6,6,4,Marié,1955,Non,95,10,10,Tous risques sérénité,Aucun accident
1827113,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,11,1,Célibataire,1998,Oui,32,21,12,Tous risques sérénité,Accident
1827433,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),4,6,3,Marié,2007,Non,45,26,5,Tous risques,Aucun accident
1827806,Toyota,Privé & Professionnel,Professions intermédiaires (PI),11,18,2,Marié,1967,Oui,64,5,8,Tous risques sérénité,Aucun accident
1828481,Peugeot,Privé,Retraités  (R),6,6,5,Marié,1972,Oui,70,6,11,Tous risques,Aucun accident
1828714,Peugeot,Privé,Retraités  (R),5,5,4,Marié,1979,Oui,66,8,13,Tous risques sérénité,Aucun accident
1829206,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),3,4,3,Marié,1994,Non,36,16,4,Tous risques,Accident
1829420,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),6,7,2,Célibataire,1998,Non,33,14,10,Tous risques,Aucun accident
1829922,Smart,Privé & trajet travail,Autres personnes sans activité professionnelle (APSAP),5,7,2,Célibataire,2002,Oui,28,16,4,Tiers,Accident
1830079,Mercedes-Benz,Privé & trajet travail,Employés (E),5,4,2,Célibataire,2001,Non,30,8,9,Tiers,Accident
1830287,Renault,Privé,Professions intermédiaires (PI),7,5,6,Marié,1980,Oui,64,7,15,Tous risques,Accident
1830396,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,7,5,Marié,2001,Non,45,10,6,Tous risques,Accident
1831086,Fiat,Privé,Professions intermédiaires (PI),7,9,7,Marié,1989,Non,59,12,5,Tous risques,Aucun accident
1831101,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,6,5,Marié,1985,Oui,46,5,7,Tous risques sérénité,Aucun accident
1832274,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),5,9,3,Marié,1990,Non,47,15,7,Tous risques,Accident
1832511,Honda,Privé,Retraités  (R),11,16,3,Marié,1968,Oui,67,4,4,Tous risques,Aucun accident
1832831,Renault,Privé & trajet travail,Employés (E),50,5,6,Marié,1985,Oui,45,10,20,Tous risques sérénité,Aucun accident
1833210,Volkswagen,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",5,6,3,Marié,1992,Oui,45,9,5,Tous risques,Aucun accident
1833654,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,6,4,Inconnu,2002,Oui,28,7,5,Tiers,Accident
1833808,Citroën,Privé,Employés (E),2,2,2,Marié,1974,Non,64,20,15,Tous risques,Aucun accident
1833875,BMW,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,10,5,Célibataire,1996,Non,36,8,4,Tous risques,Accident
1834179,Peugeot,Privé & Professionnel,Ouvriers (O),6,6,3,Inconnu,1991,Non,45,7,5,Tiers,Aucun accident
1834627,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),3,4,5,Marié,1985,Non,45,12,13,Tiers,Aucun accident
1835488,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,3,3,Célibataire,2001,Non,31,6,8,Tous risques sérénité,Accident
1835646,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,7,5,Marié,1980,Oui,50,5,14,Tous risques,Accident
1836240,Citroën,Privé,Cadres et professions intellectuelles supérieures (CPIS),7,6,3,Marié,1968,Oui,64,8,11,Tous risques,Aucun accident
1836312,Saab,Privé,Employés (E),6,6,4,Célibataire,1998,Non,36,9,12,Tiers,Aucun accident
1836670,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,10,5,Célibataire,2004,Oui,26,15,5,Tiers,Aucun accident
1837161,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,3,6,Marié,1969,Non,62,8,5,Tous risques sérénité,Aucun accident
1837213,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),11,13,3,Célibataire,2000,Oui,30,13,12,Tous risques sérénité,Aucun accident
1838245,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,2,3,Marié,2002,Non,29,9,7,Tous risques sérénité,Aucun accident
1838276,Citroën,Privé & Professionnel,Agriculteurs exploitants (AE),1,2,7,Marié,1968,Non,63,38,29,Tous risques,Aucun accident
1838526,Renault,Privé & trajet travail,Employés (E),6,5,3,Marié,1987,Oui,71,7,25,Tiers,Aucun accident
1839025,Saab,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,11,5,Marié,1988,Oui,46,12,9,Tous risques,Aucun accident
1839595,Volkswagen,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",6,8,5,Marié,1977,Non,54,7,10,Tous risques sérénité,Aucun accident
1840282,Peugeot,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),6,4,5,Inconnu,1986,Non, ,7,6,Tous risques,Aucun accident
1840886,Peugeot,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",9,10,6,Marié,1986,Non,46,13,9,Tous risques,Aucun accident
1841348,Chrysler,Privé,Retraités  (R),8,12,2,Marié,1983,Non,48,11,15,Tous risques,Aucun accident
1841979,Peugeot,Privé & trajet travail,Employés (E),6,6,5,Célibataire,1993,Non,37,8,15,Tiers,Aucun accident
1842760,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,4,3,Célibataire,2006,Oui,25,8,5,Tous risques,Accident
1843290,Alfa Romeo,Privé,Professions intermédiaires (PI),7,10,5,Marié,1983,Non,56,16,11,Tous risques,Aucun accident
1843719,Smart,Privé,Cadres et professions intellectuelles supérieures (CPIS),9,12,5,Marié,1967,Oui,62,6,6,Tous risques,Accident
1843914,Alfa Romeo,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,12,7,Marié,1997,Oui,33,9,5,Tous risques,Accident
1844235,Saab,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,9,2,Marié,1999,Non,31,7,13,Tous risques,Accident
1844481,Ford,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",6,10,8,Inconnu,2002,Non, ,6,4,Tous risques,Accident
1844906,Fiat,Privé,Retraités  (R),6,12,3,Marié,1977,Oui,46,14,6,Tous risques,Aucun accident
1845608,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,6,7,Divorcé,1991,Non,44,17,5,Tous risques,Aucun accident
1846037,Volvo,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,9,2,Célibataire,1993,Oui,39,9,8,Tous risques,Aucun accident
1847679,Ford,Privé & Professionnel,Ouvriers (O),7,8,5,Marié,1974,Non,61,12,10,Tous risques sérénité,Aucun accident
1847684,Volkswagen,Privé & Professionnel,Agriculteurs exploitants (AE),9,13,3,Célibataire,1997,Oui,36,12,11,Tous risques sérénité,Accident
1847789,Nissan,Privé,Cadres et professions intellectuelles supérieures (CPIS),10,11,6,Inconnu,1984,Oui,49,6,7,Tiers,Aucun accident
1848108,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,5,3,Célibataire,1993,Non,40,8,6,Tous risques,Accident
1848148,Fiat,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,5,10,Marié,1999,Non,56,11,4,Tous risques sérénité,Aucun accident
1851363,Peugeot,Privé,Retraités  (R),5,5,6,Célibataire,1974,Non,82,8,30,Tous risques,Aucun accident
1851681,Toyota,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),9,17,7,Inconnu, ,Non, ,8,5,Tous risques,Aucun accident
1852739,Toyota,Privé & Professionnel,Ouvriers (O),11,17,3,Célibataire,1982,Oui,48,5,4,Tiers,Aucun accident
1852829,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),8,10,5,Inconnu, ,Non, ,18,35,Tous risques,Accident
1852865,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,4,3,Marié,1989,Non,43,15,4,Tous risques sérénité,Aucun accident
1853308,Toyota,Privé,Employés (E),8,14,2,Marié,1978,Oui,54,17,6,Tous risques,Aucun accident
1853411,Ford,Privé & trajet travail,Employés (E),7,8,5,Célibataire,2006,Oui,27,5,11,Tous risques sérénité,Accident
1853833,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,7,2,Marié,1971,Oui,70,12,11,Tous risques sérénité,Aucun accident
1853993,Renault,Privé,Retraités  (R),3,4,3,Inconnu,1982,Oui,73,24,13,Tous risques,Aucun accident
1854709,Peugeot,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),5,4,2,Marié,1976,Oui,59,5,10,Tiers,Aucun accident
1854807,Renault,Privé & trajet travail,Employés (E),7,7,2,Marié,1971,Non,74,8,12,Tous risques sérénité,Aucun accident
1855982,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,4,Marié,2002,Oui,29,18,4,Tous risques,Aucun accident
1856628,Renault,Privé,Retraités  (R),3,4,2,Marié,1969,Non,72,20,14,Tous risques,Aucun accident
1857785,Renault,Privé,Retraités  (R),6,7,1,Inconnu,1969,Oui,88,19,17,Tiers,Aucun accident
1858532,Peugeot,Privé & trajet travail,Professions intermédiaires (PI),5,6,4,Célibataire,2006,Oui,25,10,4,Tiers,Accident
1859305,Renault,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",2,3,3,Marié,1988,Non,62,20,9,Tous risques,Aucun accident
1859885,Saab,Privé & Professionnel,Ouvriers (O),6,8,6,Marié,1997,Non,34,4,4,Tiers,Aucun accident
1860073,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,6,5,Célibataire,1997,Oui,36,16,4,Tous risques sérénité,Aucun accident
1860178,Renault,Privé & Professionnel,Professions intermédiaires (PI),8,8,2,Inconnu,1989,Non,46,8,13,Tous risques,Accident
1860565,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,8,5,Célibataire,2002,Oui,29,13,5,Tous risques sérénité,Accident
1861157,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,4,5,Marié,1983,Oui,50,6,4,Tous risques,Aucun accident
1861277,Peugeot,Privé,Retraités  (R),4,2,2,Marié,1982,Non,67,14,7,Tous risques,Aucun accident
1861295,Peugeot,Privé & trajet travail,Employés (E),7,7,4,Marié,1969,Oui,61,7,18,Tous risques,Aucun accident
1861438,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),6,6,5,Inconnu, ,Oui, ,13,4,Tiers,Aucun accident
1861444,Renault,Privé & trajet travail,"Artisans, commerçants et chefs d’entreprise (ACCE)",3,3,5,Marié,1993,Oui,36,7,14,Tous risques,Aucun accident
1861649,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,3,Marié,1998,Oui,31,18,7,Tous risques sérénité,Aucun accident
1861934,Peugeot,Privé,Retraités  (R),5,4,2,Marié,1962,Oui,68,12,8,Tiers,Aucun accident
1862214,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),7,7,5,Célibataire,1984,Oui,50,9,4,Tous risques,Accident
1863617,Peugeot,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),6,5,3,Marié,2001,Oui,43,12,4,Tous risques,Accident
1863812,Alfa Romeo,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,12,1,Marié,1996,Non,35,8,5,Tous risques,Aucun accident
1864446,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,5,5,Marié,1989,Non,52,13,5,Tous risques sérénité,Aucun accident
1865128,Renault,Privé & trajet travail,Employés (E),2,3,5,Marié,1986,Oui,44,18,4,Tous risques,Aucun accident
1865448,Peugeot,Privé,Cadres et professions intellectuelles supérieures (CPIS),6,9,3,Marié,2000,Non,41,19,5,Tous risques,Accident
1866791,Peugeot,Privé,Retraités  (R),5,3,3,Marié,1960,Non,74,9,11,Tous risques,Aucun accident
1867093,Toyota,Privé,Employés (E),9,14,4,Marié,1972,Non,62,12,15,Tous risques,Aucun accident
1867494,Volkswagen,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,3,Marié,1986,Oui,47,8,8,Tous risques sérénité,Accident
1868649,Peugeot,Privé,Retraités  (R),8,8,5,Marié,1984,Non,63,14,4,Tous risques sérénité,Accident
1869056,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,4,2,Marié,1980,Oui,64,15,6,Tous risques sérénité,Aucun accident
1869170,Volkswagen,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,3,3,Célibataire,2007,Non,24,11,5,Tous risques sérénité,Aucun accident
1869481,Renault,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",6,7,2,Marié,1994,Oui,36,10,5,Tiers,Aucun accident
1869767,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,7,7,Marié,1979,Oui,54,9,6,Tous risques sérénité,Aucun accident
1870049,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),6,7,2,Inconnu,1992,Non, ,15,9,Tous risques sérénité,Aucun accident
1871114,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,9,2,Marié,1982,Oui,49,12,13,Tous risques,Accident
1871331,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,6,5,Marié,1996,Non,37,6,8,Tiers,Aucun accident
1871469,Smart,Privé & Professionnel,Agriculteurs exploitants (AE),8,10,4,Marié,1954,Oui,84,6,16,Tous risques sérénité,Aucun accident
1871786,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),11,18,8,Marié,1993,Oui,37,8,5,Tous risques,Aucun accident
1872403,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),2,2,5,Marié,2000,Non,30,14,12,Tiers,Accident
1872436,Renault,Privé & trajet travail,Employés (E),4,3,5,Célibataire,2004,Non,31,8,8,Tous risques,Aucun accident
1872992,Porsche,Privé & Professionnel,Agriculteurs exploitants (AE),6,6,4,Marié,1984,Non,48,17,5,Tiers,Aucun accident
1873239,Smart,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,9,8,Inconnu,1970,Non,65,8,12,Tous risques,Aucun accident
1873972,Peugeot,Privé & Professionnel,Employés (E),6,5,2,Marié,1990,Oui,40,5,12,Tous risques sérénité,Aucun accident
1874046,Volvo,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",7,9,5,Inconnu,1984,Oui,50,14,7,Tous risques sérénité,Aucun accident
1874641,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),4,3,6,Inconnu, ,Non, ,9,8,Tous risques,Aucun accident
1874705,Citroën,Privé & trajet travail,Employés (E),6,6,3,Marié,1981,Oui,50,12,24,Tiers,Aucun accident
1876114,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,4,5,Célibataire,2003,Non,27,5,8,Tous risques,Accident
1876632,Renault,Privé,Professions intermédiaires (PI),2,3,5,Marié,1985,Oui,61,10,14,Tous risques,Aucun accident
1876643,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,9,2,Marié,1974,Oui,57,7,12,Tous risques,Aucun accident
1877148,Ford,Privé & trajet travail,"Artisans, commerçants et chefs d’entreprise (ACCE)",8,8,5,Célibataire,1996,Oui,38,9,4,Tiers,Aucun accident
1877822,Chrysler,Privé & Professionnel,Professions intermédiaires (PI),8,13,7,Marié,1989,Non,46,33,5,Tiers,Aucun accident
1879421,Peugeot,Privé,Professions intermédiaires (PI),7,12,3,Marié,1949,Non,83,15,34,Tous risques,Aucun accident
1881103,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),2,3,2,Inconnu,1970,Non,85,19,11,Tous risques,Aucun accident
1881860,Peugeot,Privé,Cadres et professions intellectuelles supérieures (CPIS),8,9,7,Inconnu,1968,Non,64,4,6,Tous risques,Aucun accident
1882465,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),2,3,5,Marié,1972,Non,58,14,10,Tous risques sérénité,Aucun accident
1883632,Peugeot,Privé,Cadres et professions intellectuelles supérieures (CPIS),6,7,7,Célibataire,2006,Non,34,16,4,Tous risques,Aucun accident
1883864,Renault,Privé & Professionnel,Professions intermédiaires (PI),6,11,3,Inconnu, ,Non, ,14,14,Tiers,Aucun accident
1884660,Citroën,Privé,Cadres et professions intellectuelles supérieures (CPIS),11,17,3,Marié,1994,Oui,34,5,4,Tous risques,Accident
1885210,Toyota,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),7,11,5,Inconnu, ,Non, ,6,5,Tous risques,Aucun accident
1885806,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,10,4,Marié,1997,Oui,33,18,6,Tous risques,Aucun accident
1886359,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),7,7,6,Marié,1974,Oui,56,6,6,Tiers,Aucun accident
1887338,Ford,Privé,Retraités  (R),8,10,2,Marié,1967,Non,67,9,13,Tous risques sérénité,Aucun accident
1887605,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,9,3,Inconnu,1995,Non,48,16,4,Tous risques sérénité,Accident
