ID|Comments|CHURN
2930|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
904|Wants to know how to do text messaging. Referred him to web site.|Current
919|Wants information on our Internet service. Referred him to web site.|Current
2653|I needed a handset which also functioned as a PDA. You did not offer such a model.|Current
1630|He expected significantly better Technical Support.|Vol
2419|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2403|Wants information on our Internet service. Referred him to web site.|Vol
1451|Asked about how to change his ring tones. Referred him to web site.|Current
3505|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
592|He asked for a new phone number. I referred him to customer care.|Current
1293|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3254|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Current
290|He does not know if the problems are related to the phone or if it is just the battery.|Vol
2489|Asked about how to change his ring tones. Referred him to web site.|Current
462|Wants to add additional lines for family. Needs more info on rates.|Vol
2760|Called about new plan. Might switch soon. Wants more minutes.|Current
3058|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2422|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2258|Needed help figuring out his bill. I explained our minute charges.|Vol
1116|He expected significantly better Technical Support.|Vol
1996|Wants to change address.|Current
1778|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1042|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3685|He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too.|Vol
2012|Needed help figuring out his bill. I explained our minute charges.|Vol
1803|Says that his Web reception really is just to slow. Wants to know when he can expect this to work at a decent rate of speed? He also wants to know why it worked so much better at the store?|Current
2708|Wants to know how to do text messaging. Referred him to web site.|Vol
1290|He asked us to please take him off the outbound call list. In addition wants to change rate plan at the end of the year.|Vol
1515|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3672|He expected significantly better Technical Support.|Vol
2045|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Vol
1073|He asked for a new phone number. I referred him to customer care.|Current
410|Wants information on our Internet service. Referred him to web site.|Current
408|Wants information on our Internet service. Referred him to web site.|Current
1915|He found a better rate and no contract. He said he cold not wait until his contract expired.|Current
2400|Hopes to get an additonal line working by the end of the week for his wife.|Current
1751|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1963|Asked about how to change his ring tones. Referred him to web site.|Current
1550|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3237|Asked about how to change his ring tones. Referred him to web site.|Current
1369|Wants to kno when we will improve our coverage area. He said that when he signed up last year we told him that there would more coverage within the year. He says that he continues to roam, and is rater tired of paying these charges. I told him that I did|Current
2334|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1972|Wants to know how to do text messaging. Referred him to web site.|Current
